Gene	Name	Chr	Strand	Start	End	CRISPRa_C1_Rep1	CRISPRa_C1_Rep2
MIR4436B1	MIR4436B1	2	-	110086433	110284943	0.0	0.0
CD274	CD274	9	+	5450503	5470567	0.0	0.0
GSS	GSS	20	-	34928432	34956027	65.688995	147.634308
ANKRD20A4	ANKRD20A4	9	+	64369563	64412691	0.010424	0.044753
C2	C2	6	+	31897785	31945674	27.998018	0.0
RUFY4	RUFY4	2	+	218034934	218090581	0.0	0.0
NPIPA7	NPIPA7	16	-	18317919	18332662	0.000000	0
MYH14	MYH14	19	+	50203628	50310544	0.180560	0.0
PDIA3	PDIA3	15	+	43746392	43772606	107.102577	119.860451
DUXAP10	DUXAP10	14	+	19062372	19105238	27.650240	3.492543
LINC01754	LINC01754	20	-	47382766	47412144	0.0	0.0
ABHD8	ABHD8	19	-	17292131	17303473	0.000000	1.218867
RNF111	RNF111	15	+	58987588	59097419	17.958296	0.0
C15orf41	C15orf41	15	+	36579603	36810260	40.747814	60.065624
CCDC144CP	CCDC144CP	17	+	20321174	20402191	0.0	0.0
PLA2G3	PLA2G3	22	-	31134807	31140607	0.0	0.0
LUADT1	LUADT1	6	+	147158925	147180992	0.000000	0.000000
LRRN4CL	LRRN4CL	11	-	62686402	62689899	0.000000	0.0
GPR19	GPR19	12	-	12661061	12696187	0.000000	0.0
SAYSD1	SAYSD1	6	-	39104063	39115186	96.092972	0.0
LINC01343	LINC01343	1	-	38209034	38214767	0.0	0.0
TRAF6	TRAF6	11	-	36483767	36510313	20.398294	5.025263
TRAF7	TRAF7	16	+	2155798	2178129	0.000000	0.000000
LRRC3-DT	LRRC3-DT	21	-	44450986	44455284	0.0	0.0
FTCD-AS1	FTCD-AS1	21	+	46151375	46152647	0.0	0.0
PDE6G	PDE6G	17	-	81650459	81663127	0.0	0.0
CRKL	CRKL	22	+	20917426	20953749	28.196554	0.036761
ZNF234	ZNF234	19	+	44141557	44160309	0.000000	0.000000
LOC646029	LOC646029	11	+	77571089	77575662	0.0	0.0
CSNK1D	CSNK1D	17	-	82239019	82273750	24.786283	1.915032
SPANXN4	SPANXN4	X	+	143025918	143034280	0.0	0.0
PRKAG2	PRKAG2	7	-	151556115	151877231	37.124855	1.421758
THOC6	THOC6	16	+	3024019	3027755	31.265730	0.0
HIRA	HIRA	22	-	19330701	19431696	0.000000	0.0
LOC105374312	LOC105374312	3	+	125774714	125797953	0.000000	0.0
C2CD2	C2CD2	21	-	41885110	41953890	0.0	0.0
MIR654	MIR654	14	+	101040219	101040299	0.0	0.0
SNIP1	SNIP1	1	-	37534449	37554344	6.096200	0.0
JMJD1C	JMJD1C	10	-	63167221	63522075	12.651767	65.547676
LINC00599	LINC00599	8	-	9900064	9903329	0.0	0.0
MIR7160	MIR7160	8	+	2076589	2076640	0.0	0.0
TRAPPC1	TRAPPC1	17	-	7930345	7931999	287.157471	197.680786
VPS33B-DT	VPS33B-DT	15	+	91022622	91031139	27.287939	1.774850
CSNK2A3	CSNK2A3	11	-	11351942	11353357	7.309826	1.958386
SLC25A37	SLC25A37	8	+	23528795	23575463	15.381097	0.515092
PEG10	PEG10	7	+	94656325	94669694	0.0	0.0
LDHD	LDHD	16	-	75111860	75116772	0.0	0.0
NISCH	NISCH	3	+	52455508	52493072	30.150688	11.407803
ORC2	ORC2	2	-	200910171	200963701	11.232235	93.758293
TMEM200C	TMEM200C	18	-	5889413	5895954	0.000000	0.0
ACTC1	ACTC1	15	-	34788096	34795726	0.000000	0.0
LOC101929662	LOC101929662	10	+	85432863	85448956	0.0	0.0
TRIM15	TRIM15	6	+	30163206	30172696	0.000000	0.0
EGLN2	EGLN2	19	+	40799143	40808441	15.041507	0.0
DDX53	DDX53	X	+	22999961	23002089	0.0	0.0
OR13C5	OR13C5	9	-	104598457	104599413	0.0	0.0
MIR17HG	MIR17HG	13	+	91347820	91354575	0.687705	1.032336
COL22A1	COL22A1	8	-	138588235	138914006	0.0	0.0
TIGD1	TIGD1	2	-	232547970	232550590	0.000000	11.111800
PUM3	PUM3	9	-	2804155	2844130	24.317009	58.270504
SNORA11G	SNORA11G	X	+	54927305	54927435	0.000000	0.0
SNTG1	SNTG1	8	+	49909726	50796692	0.0	0.0
RAPH1	RAPH1	2	-	203433682	203535336	0.0	0.000000
NPIPA7	NPIPA7	16	+	16335930	18332662	0	0.0
RCBTB1	RCBTB1	13	-	49531946	49585583	2.023463	88.609756
MIR3662	MIR3662	6	-	134979338	134979432	0.000000	0.000000
ABCA10	ABCA10	17	-	69148007	69244815	0.000000	0.000000
OR7E5P	OR7E5P	11	-	55978703	55986405	0.0	0.0
ADCY10	ADCY10	1	-	167809388	167914226	0.000000	0.0
ESR1	ESR1	6	+	151690496	152129603	0.000000	0.000000
MIR4305	MIR4305	13	-	39664034	39664135	0.000000	0.0
NUP160	NUP160	11	-	47778083	47848544	94.498436	17.314367
MIR501	MIR501	X	+	50009722	50009805	0.0	0.0
PLCXD1	PLCXD1	X	+	276324	303355	0.314696	0.000000
HM13-AS1	HM13-AS1	20	-	31567587	31573263	0.000000	0.000000
DNER	DNER	2	-	229357629	229714555	0.0	0.000000
AQP4	AQP4	18	-	26852038	26865803	0.0	0.0
ECEL1P2	ECEL1P2	2	-	232385750	232387044	0.0	0.0
SPACA5	SPACA5	X	+	48004336	48132613	0	0.0
BMP2K	BMP2K	4	+	78776378	78912187	14.016048	5.779509
OR51I1	OR51I1	11	-	5440542	5441553	0.0	0.0
LOC101927620	LOC101927620	14	+	53153354	53157528	0.0	0.0
PRSS40A	PRSS40A	2	-	130536570	130584161	0.0	0.0
LYPLA2P2	LYPLA2P2	19	-	7878631	7880232	0.134347	0.0
CD52	CD52	1	+	26317920	26320523	0.395837	0.0
EGFL6	EGFL6	X	+	13569575	13633575	0.0	0.0
C2CD4D	C2CD4D	1	-	151837863	151840557	0.0	0.0
PSG6	PSG6	19	-	42902082	42917924	0.0	0.000000
TUBD1	TUBD1	17	-	59859480	59892945	0.0	0.0
CCDC169-SOHLH2	CCDC169-SOHLH2	13	-	36168208	36297855	0.0	0.0
LINC02050	LINC02050	3	+	80764897	80789388	0.0	0.0
PMEPA1	PMEPA1	20	-	57648392	57711536	2.230996	0.0
MIR802	MIR802	21	+	35720715	35720808	0.0	0.0
HSPA13	HSPA13	21	-	14371116	14383188	69.463440	0.0
BNIP3L	BNIP3L	8	+	26383007	26413129	79.098457	38.307018
CTSG	CTSG	14	-	24573518	24576260	0.0	0.0
TRAF3IP1	TRAF3IP1	2	+	238320544	238400900	6.743750	0.0
HAS2-AS1	HAS2-AS1	8	+	121639346	121645324	0.0	0.0
PTPMT1	PTPMT1	11	+	47565430	47573461	16.056322	33.620773
SPRY1	SPRY1	4	+	123396795	123403760	0.0	0.0
KIF23	KIF23	15	+	69414246	69448427	25.926907	98.497612
RICTOR	RICTOR	5	-	38937921	39074408	2.929751	47.017029
SLC25A29	SLC25A29	14	-	100291111	100306547	13.604472	27.545364
RABGGTA	RABGGTA	14	-	24265538	24271627	0.000000	0.0
LOC728975	LOC728975	11	-	65179871	65181834	0.000000	0.000000
TSPAN9	TSPAN9	12	+	3077355	3286564	2.273515	0.0
TMEM150A	TMEM150A	2	-	85598547	85602699	0.000000	0.0
BOK	BOK	2	+	241558731	241574138	0.0	0.0
NAV2-AS5	NAV2-AS5	11	-	19502673	19507229	0.0	0.0
RPL29P2	RPL29P2	17	+	7754320	7754968	0.044148	0.0
GPR32	GPR32	19	+	50770464	50771732	0.000000	0.0
TRMT11	TRMT11	6	+	125986430	126079718	78.119926	114.561958
MIR196A2	MIR196A2	12	+	53991738	53991847	0.0	0.0
IPO11	IPO11	5	+	62412746	62628589	0.0	0.0
VWC2	VWC2	7	+	49773661	49921950	0.0	0.0
LOC101927394	LOC101927394	3	-	7952805	8016307	0.0	0.0
MIR548I3	MIR548I3	8	-	8088941	8089089	0.0	0.0
CST1	CST1	20	-	23747553	23750937	0.0	0.0
RIPK2	RIPK2	8	+	89757747	89791064	72.479034	70.413895
LOC728196	LOC728196	11	+	111510602	111513888	0.0	0.0
MIR3124	MIR3124	1	+	248826377	248826443	0.0	0.0
GAGE5	GAGE5	X	+	49560884	49577757	0.0	0.0
MYO10	MYO10	5	-	16661907	16936276	0.0	0.0
PKP3	PKP3	11	+	392599	404908	0.0	0.0
ABCA7	ABCA7	19	+	1040103	1065571	1.149648	0.0
VGF	VGF	7	-	101162509	101165569	0.000000	0.0
PACS1	PACS1	11	+	66070353	66244747	0.660988	0.0
CD3G	CD3G	11	+	118344344	118353782	0.0	0.0
CMTM1	CMTM1	16	+	66566391	66579135	0.000000	10.966078
GLUD2	GLUD2	X	+	121047608	121049942	1.832611	0.0
SGCE	SGCE	7	-	94585224	94656209	24.722980	0.0
LOC101926889	LOC101926889	20	-	25184672	25196892	0.0	0.000000
FRG2B	FRG2B	10	-	133625099	133626795	0.0	0.0
RHOT1	RHOT1	17	+	32142454	32225771	2.078112	0.0
DUOX1	DUOX1	15	+	45129994	45165578	0.0	0.0
SNORA66	SNORA66	1	+	92840719	92840851	0.000000	0.000000
MIR6774	MIR6774	16	+	85918347	85918416	0.000000	0.0
H2AFB1	H2AFB1	X	-	155459419	155459935	0	0.000000
IFT20	IFT20	17	-	28328325	28335489	141.220917	0.0
LINC02198	LINC02198	5	-	68967741	69029927	0.0	0.0
TTTY4B	TTTY4B	Y	+	22936455	25099892	0.0	0.0
ODF1	ODF1	8	+	102551589	102561018	0.0	0.0
SLCO4A1	SLCO4A1	20	+	62642445	62672295	0.0	0.0
MYCL	MYCL	1	-	39895424	39902015	0.0	0.0
LOC101928700	LOC101928700	7	-	147080938	147097609	0.0	0.0
ZNF667	ZNF667	19	-	56439324	56477401	0.0	0.0
C14orf93	C14orf93	14	-	22986901	23010201	27.134684	18.698793
LINC00211	LINC00211	2	-	37826247	37875863	0.0	0.0
GNPTAB	GNPTAB	12	-	101745497	101830867	0.924205	0.0
TEX9	TEX9	15	+	56365424	56445997	104.451721	0.0
VCPIP1	VCPIP1	8	-	66630253	66667217	5.428000	12.343446
TMEM239	TMEM239	20	+	2816302	2820284	0.0	0.0
C4orf47	C4orf47	4	+	185429334	185449828	44.411503	0.0
TMEM236	TMEM236	10	+	17752261	17800867	0.0	0.0
GCNT1	GCNT1	9	+	76441666	76507416	0.0	0.0
SLC5A2	SLC5A2	16	+	31483118	31490770	0.025196	0.0
PRAMEF25	PRAMEF25	1	+	13073678	13153111	0.0	0.0
TRABD2A	TRABD2A	2	-	84821667	84881245	0.0	0.0
LOC105379807	LOC105379807	9	+	67718188	67719239	0.0	0.000000
AHSG	AHSG	3	+	186612923	186621318	0.0	0.0
TRAM2	TRAM2	6	-	52497402	52577064	0.0	0.0
LINC01322	LINC01322	3	+	165206960	165513728	0.0	0.0
LOC101928100	LOC101928100	12	+	10363769	10398506	0.0	0.0
PGA5	PGA5	11	+	61241176	61251443	0.0	0.0
EID1	EID1	15	+	48878093	48880183	396.994781	330.989136
MIR8075	MIR8075	13	+	113262920	113262999	0.000000	0.000000
NRCAM	NRCAM	7	-	108147626	108456397	0.0	0.0
TLE1	TLE1	9	-	81583683	81689535	5.897196	0.0
NAA15	NAA15	4	+	139301467	139390781	91.078354	90.383278
LOC101927523	LOC101927523	10	-	104474940	104480275	0.0	0.0
USP4	USP4	3	-	49277144	49340103	0.000000	0.0
MIR6803	MIR6803	19	-	55245186	55245250	0.000000	0.0
GPR37L1	GPR37L1	1	+	202122841	202133588	0.000000	0.000000
GLMN	GLMN	1	-	92246398	92299009	0.000000	31.395597
POM121L2	POM121L2	6	-	27309063	27312232	0.0	0.0
MUSK	MUSK	9	+	110668771	110800998	0.0	0.0
C8orf31	C8orf31	8	+	143039209	143054303	17.930613	12.220393
KIF1A	KIF1A	2	-	240713764	240820308	7.478345	0.0
OR2A2	OR2A2	7	+	144109583	144110539	0.0	0.0
HJURP	HJURP	2	-	233836701	233854566	48.936687	1.559117
MIR200A	MIR200A	1	+	1167863	1167952	0.0	0.0
LOC148696	LOC148696	1	+	207818379	207822596	0.0	0.0
STARD13-AS	STARD13-AS	13	+	33277554	33281334	0.0	0.0
ZNF766	ZNF766	19	+	52269571	52292723	0.000000	0.0
GLYATL1B	GLYATL1B	11	+	59086307	59094786	0.0	0.0
COX15	COX15	10	-	99694793	99732666	27.869993	78.493484
MBLAC2	MBLAC2	5	-	90458203	90474768	0.0	0.0
FOXB1	FOXB1	15	+	60004222	60005943	0.0	0.0
VPS4A	VPS4A	16	+	69311384	69325043	133.538116	23.608315
GALT	GALT	9	+	34646589	34650598	23.514685	0.0
ZC3H8	ZC3H8	2	-	112211530	112255042	31.515759	17.715578
OR51T1	OR51T1	11	+	4881819	4882883	0.0	0.0
LINC01950	LINC01950	5	-	106815197	107011014	0.0	0.0
TSC22D3	TSC22D3	X	-	107713222	107775988	40.503902	0.0
RPL34-AS1	RPL34-AS1	4	-	108538190	108620457	0.0	0.0
OR6K3	OR6K3	1	-	158717168	158718115	0.0	0.0
RTP3	RTP3	3	+	46497995	46500949	0.0	0.0
NUP93	NUP93	16	+	56730105	56844949	264.034668	0.000000
EAPP	EAPP	14	-	34515929	34539737	699.454346	333.755188
ZNF385C	ZNF385C	17	-	42025576	42038026	0.000000	0.000000
C8orf88	C8orf88	8	-	90958478	90985257	17.336859	0.0
TVP23B	TVP23B	17	+	18780995	18806714	304.123016	453.976746
MORC3	MORC3	21	+	36320189	36376646	58.222725	26.174746
COX8C	COX8C	14	+	93347191	93348354	0.0	0.0
NXF3	NXF3	X	-	103075821	103093094	0.000000	0.000000
PLD2	PLD2	17	+	4807101	4823432	0.0	0.0
PDLIM3	PDLIM3	4	-	185500661	185535558	60.889011	0.0
SNX29	SNX29	16	+	11976734	12574289	2.467853	0.0
NCOA1	NCOA1	2	+	24491254	24770701	14.049837	0.124719
MMP23B	MMP23B	1	+	1632181	1634654	0.000000	0.000000
MIR605	MIR605	10	+	51299573	51299655	0.000000	0.000000
GTF2F2	GTF2F2	13	+	45120496	45284104	95.832924	90.028931
C6orf223	C6orf223	6	+	44000585	44007615	0.000000	0.000000
HERC2P7	HERC2P7	15	-	22479153	22482374	0.000000	0.000000
SLC36A2	SLC36A2	5	-	151314978	151347590	0.0	0.0
SPRYD4	SPRYD4	12	+	56468517	56470983	3.830823	117.865395
TTTY23B	TTTY23B	Y	-	6242446	9911962	0.0	0.0
SWI5	SWI5	9	+	128275379	128288989	329.528870	0.686193
MSC	MSC	8	-	71841542	71844496	0.0	0.0
UBE2E1-AS1	UBE2E1-AS1	3	-	23804024	23806905	0.000000	0.000000
C10orf71	C10orf71	10	+	49299142	49327492	0.0	0.0
AKAP10	AKAP10	17	-	19904303	19977856	12.689789	18.692276
GPR34	GPR34	X	+	41688973	41697277	0.000000	0.0
ID2	ID2	2	+	8681983	8684453	11.168052	0.137735
ORMDL1	ORMDL1	2	-	189770267	189784371	605.141602	732.254517
INAVA	INAVA	1	+	200891531	200915742	0.0	0.0
CCT3	CCT3	1	-	156308961	156338415	388.482666	1543.540649
NANOS2	NANOS2	19	-	45913215	45914778	0.0	0.0
LINC01667	LINC01667	21	-	9781849	9821061	0.0	0.0
SIPA1	SIPA1	11	+	65638107	65650920	9.018625	0.0
MIR3691	MIR3691	6	-	5148233	5148322	0.000000	0.000000
CDK19	CDK19	6	-	110609978	110815885	0.000000	13.213170
CHD8	CHD8	14	-	21385194	21437298	13.878045	9.589417
ANO2	ANO2	12	-	5562651	5946232	0.000000	0.0
RPL15	RPL15	3	+	23916545	23924631	623.090271	867.555359
SLC10A4	SLC10A4	4	+	48483343	48489524	0.0	0.0
ALDH4A1	ALDH4A1	1	-	18871430	18902799	2.155565	0.0
EP300	EP300	22	+	41092610	41180077	30.492247	5.274042
FAM224A	FAM224A	Y	-	17575185	18330826	0.0	0.0
LINC00475	LINC00475	9	+	92141467	92159608	0.0	0.0
YIF1B	YIF1B	19	-	38303560	38315966	42.040047	0.000000
RPS12	RPS12	6	+	132814569	132817564	228.362503	54.254429
UNC45B	UNC45B	17	+	35147817	35189345	0.0	0.0
CDC14B	CDC14B	9	-	96500108	96619830	5.823509	0.0
RNU6-8	RNU6-8	7	-	123790607	123790711	0.0	0.0
SPSB1	SPSB1	1	+	9292882	9369531	0.0	1.011578
MIR876	MIR876	9	-	28863626	28863706	0.0	0.0
ERRFI1	ERRFI1	1	-	8011719	8026333	0.0	0.000000
CAMKK1	CAMKK1	17	-	3860323	3893043	0.0	0.0
S1PR5	S1PR5	19	-	10512742	10517992	0.0	0.0
SLCO1C1	SLCO1C1	12	+	20695355	20753386	0.0	0.0
MIR155	MIR155	21	+	25573980	25574044	0.0	0.0
TSPAN16	TSPAN16	19	+	11296139	11326996	0.000000	0.0
PTGER1	PTGER1	19	-	14472466	14475362	0.0	0.000000
YBX1	YBX1	1	+	42682235	42703803	133.998337	79.708313
ZNF396	ZNF396	18	-	35366697	35377337	15.467986	24.323019
PSMA5	PSMA5	1	-	109399031	109426486	203.634186	181.552261
ANO9	ANO9	11	-	417930	442011	0.0	0.0
ADGRF3	ADGRF3	2	-	26308173	26346817	2.961653	0.0
SMC5	SMC5	9	+	70258962	70354873	30.817732	99.399788
RPL23	RPL23	17	-	38847860	38853721	57.400227	24.599762
ATP5PB	ATP5PB	1	+	111449121	111461903	1154.910522	755.752136
USP11	USP11	X	+	47232915	47248328	265.970947	12.797842
CCDC200	CCDC200	17	-	43221417	43229011	0.0	0.0
GSAP	GSAP	7	-	77310751	77416400	0.0	0.0
PYCR3	PYCR3	8	-	143603210	143609575	4.029261	0.0
LINC02107	LINC02107	5	+	38025697	38183932	0.0	0.0
PKN3	PKN3	9	+	128702504	128720920	0.000000	0.0
LYPD6	LYPD6	2	+	149329985	149474145	0.0	0.0
SNHG12	SNHG12	1	-	28578538	28582983	0.000000	0.000000
ZCCHC8	ZCCHC8	12	-	122471599	122501073	43.556671	27.901445
MYO6	MYO6	6	+	75749176	75919537	31.350033	24.055134
LOC105372273	LOC105372273	19	+	11203628	11216168	0.000000	0.0
SNORA101A	SNORA101A	4	-	100395127	100395247	0.0	0.0
MED22	MED22	9	-	133340901	133348156	0.0	0.000000
HOXA10-AS	HOXA10-AS	7	+	27168899	27171915	0.299680	0.0
UQCRQ	UQCRQ	5	+	132866627	132868844	252.700394	137.920685
UBA52	UBA52	19	+	18571730	18577460	77.154915	41.734512
PRX	PRX	19	-	40393764	40413364	0.000000	0.0
RPL26	RPL26	17	-	8377516	8383193	727.497925	368.931610
SSX2	SSX2	X	+	52751203	52761536	0	0.000000
HINT1	HINT1	5	-	131159283	131165348	522.186096	1121.236206
RAB39B	RAB39B	X	-	155258234	155264589	4.262250	0.0
FAM90A26	FAM90A26	4	+	9173173	9176167	0.0	0.0
DLG1	DLG1	3	-	197042560	197299321	0.0	0.0
LINC01307	LINC01307	1	+	101323837	101377313	0.0	0.0
PLIN5	PLIN5	19	-	4522531	4535196	0.0	0.0
NEUROG2	NEUROG2	4	-	112513516	112516172	0.000000	0.000000
C2orf16	C2orf16	2	+	27576522	27582722	0.000000	0.000000
GGCX	GGCX	2	-	85544720	85561534	0.000000	0.000000
GEMIN8	GEMIN8	X	-	14006726	14029916	0.0	0.0
NPIPA3	NPIPA3	16	+	14711689	14765458	0	0.0
C5orf66-AS2	C5orf66-AS2	5	-	135236234	135248177	0.000000	0.000000
HACE1	HACE1	6	-	104728093	104859919	0.949334	0.0
MIR1285-2	MIR1285-2	2	-	70252918	70253005	0.000000	0.0
TRMT2B	TRMT2B	X	-	101009345	101052116	0.0	0.0
RALB	RALB	2	+	120252838	120294710	25.053400	85.754951
DERL3	DERL3	22	-	23834503	23839012	0.000000	0.000000
MIR1323	MIR1323	19	+	53671968	53672040	0.0	0.0
ZNF784	ZNF784	19	-	55620741	55624575	0.0	0.0
CAPN10-DT	CAPN10-DT	2	-	240582750	240586316	0.0	0.0
GLRX	GLRX	5	-	95813849	95822873	32.396019	0.0
LINC01932	LINC01932	5	+	159227715	159245127	23.220068	0.0
GJA4	GJA4	1	+	34792999	34795747	0.000000	0.0
SHC2	SHC2	19	-	416583	460996	15.052858	24.389738
PLCE1-AS2	PLCE1-AS2	10	-	94081950	94108794	0.000000	0.0
MIR8072	MIR8072	12	-	123364764	123364843	0.449770	0.000000
C19orf12	C19orf12	19	-	29698886	29715789	4.375270	0.0
AIDA	AIDA	1	-	222668013	222712522	17.411600	0.0
SPDYE8P	SPDYE8P	7	-	73019731	73086034	0.000000	0.000000
STMN1	STMN1	1	-	25884186	25906877	1483.134155	244.928833
FAP	FAP	2	-	162170684	162243557	0.0	0.0
FADS6	FADS6	17	-	74877311	74893811	0.0	0.0
TMEM260	TMEM260	14	+	56579793	56649514	11.672824	23.804953
LINC02121	LINC02121	5	-	5069192	5078311	0.0	0.0
DNAH3	DNAH3	16	-	20933111	21159441	4.972636	0.0
ZBTB25	ZBTB25	14	-	64449106	64505213	0.000000	0.000000
CTD-2270F17.1	CTD-2270F17.1	5	+	170389493	170422844	0.0	0.0
DYNAP	DYNAP	18	+	54587759	54599493	0.0	0.0
HCN1	HCN1	5	-	45254950	45696118	0.0	0.0
CASTOR3	CASTOR3	7	-	100200655	100272232	27.496584	0.000000
MIR337	MIR337	14	+	100874493	100874585	0.0	0.0
TERT	TERT	5	-	1253172	1295047	0.0	0.000000
MIR7974	MIR7974	19	-	11495544	11495622	0.000000	0.0
PTRH2	PTRH2	17	-	59697306	59707598	51.013786	72.427422
SRPX	SRPX	X	-	38149335	38220924	0.0	0.0
LINC01038	LINC01038	13	+	79804386	79805682	0.0	0.0
KIF24	KIF24	9	-	34252380	34329249	13.607055	0.000000
CD8B2	CD8B2	2	+	106487356	106511095	0.0	0.0
CYP4Z2P	CYP4Z2P	1	-	46843095	46900475	0.0	0.0
TNNI3	TNNI3	19	-	55151768	55157732	23.847301	0.000000
SLC4A7	SLC4A7	3	-	27372721	27484420	0.0	0.0
CENPN	CENPN	16	+	81006498	81033104	87.422905	25.527262
LSM14A	LSM14A	19	+	34172447	34229515	142.833450	47.903370
NDUFS8	NDUFS8	11	+	68030617	68036647	682.606262	326.023407
KIAA1147	KIAA1147	7	-	141656728	141702153	1.691759	0.000000
HYPM	HYPM	X	+	37990817	37991317	0.0	0.0
UQCRB	UQCRB	8	-	96226676	96235634	130.208267	230.141266
NBPF26	NBPF26	1	+	120805556	120842215	3.237350	5.697750
E2F4	E2F4	16	+	67192165	67198918	58.238510	0.0
HIF1A-AS2	HIF1A-AS2	14	-	61747039	61749089	0.000000	91.164055
WDR45B	WDR45B	17	-	82614562	82648444	3.037711	1.132851
DIO3OS	DIO3OS	14	-	101552221	101560422	0.0	0.0
TMEM246-AS1	TMEM246-AS1	9	+	101468439	101481506	0.000000	0.000000
C3	C3	19	-	6677835	6720682	0.0	0.0
LRP1	LRP1	12	+	57128499	57213342	0.0	0.0
IRX3	IRX3	16	-	54283300	54286466	0.0	0.0
PHLDA2	PHLDA2	11	-	2928273	2929420	0.0	122.271423
MEGF9	MEGF9	9	-	120600811	120714470	0.0	0.0
PQLC2	PQLC2	1	+	19312246	19332428	47.186180	0.0
SCX	SCX	8	+	144266558	144268483	0.000000	0.000000
ZBTB10	ZBTB10	8	+	80485619	80526265	3.723832	18.669662
ZSCAN5B	ZSCAN5B	19	-	56189689	56193052	0.0	0.0
CT55	CT55	X	-	135156536	135171827	0.0	0.0
CT45A9	CT45A9	X	-	135811621	135871812	0.0	0.0
ADIPOQ	ADIPOQ	3	+	186842674	186858463	0.0	0.0
FBLIM1	FBLIM1	1	+	15756659	15786594	0.000000	0.000000
DEFB114	DEFB114	6	-	49960292	49964105	0.0	0.0
MIR4320	MIR4320	18	-	50126499	50126563	0.0	0.0
LINC01387	LINC01387	18	+	6511416	6590653	0.0	0.0
RNF125	RNF125	18	+	32018482	32073191	0.000000	0.0
FBXO7	FBXO7	22	+	32474720	32498831	368.760284	389.668427
SMARCA5-AS1	SMARCA5-AS1	4	-	143513472	143514837	0.000000	0.0
ZNF460	ZNF460	19	+	57279967	57294069	0.000000	0.0
CEP57	CEP57	11	+	95790461	95832693	66.875488	38.669529
TLR10	TLR10	4	-	38772239	38782990	0.0	0.0
ADGRG4	ADGRG4	X	+	136300963	136416888	0.0	17.525381
EVPLL	EVPLL	17	+	18377765	18389646	0.0	0.0
CAHM	CAHM	6	-	163413065	163413950	0.0	0.0
MIR623	MIR623	13	+	99356131	99356228	0.000000	0.000000
ZNF876P	ZNF876P	4	+	212600	255984	0.000000	0.0
SNORD116-12	SNORD116-12	15	+	25077050	25077143	0.000000	0.0
LOC105373031	LOC105373031	22	+	38570500	38571358	0.000000	0.0
PCDHGA8	PCDHGA8	5	+	141391916	141512979	0.0	0.0
LINC00649	LINC00649	21	+	33931122	33971186	44.484123	37.547993
C3orf36	C3orf36	3	-	133928146	133929812	0.0	0.0
TMEM178A	TMEM178A	2	+	39665498	39717963	0.0	0.000000
GATM	GATM	15	-	45361124	45402317	0.0	0.0
PRSS1	PRSS1	7	+	142749468	142753076	0.0	0.0
MIR6770-1	MIR6770-1	16	+	16329305	16329364	0.000000	0
SORD	SORD	15	+	45023104	45075089	12.634619	14.657813
LOC100101478	LOC100101478	X	-	104060504	104062938	8.562223	0
MIR7151	MIR7151	10	-	67403351	67403410	0.0	0.0
SAT1	SAT1	X	+	23783158	23786223	88.770668	0.166022
LOC105378696	LOC105378696	1	-	46532994	46535515	0.0	0.0
THEGL	THEGL	4	+	56530609	56603323	30.741690	0.0
TRDN-AS1	TRDN-AS1	6	+	123439604	123471756	0.0	0.0
ANK2	ANK2	4	+	112706018	113383740	0.0	0.0
GSTA7P	GSTA7P	6	-	52739463	52745159	0.0	0.0
MIR3618	MIR3618	22	+	20085746	20085833	0.000000	0.000000
PKD1L1	PKD1L1	7	-	47774652	47948491	0.0	0.0
MIR1279	MIR1279	12	-	69273157	69273218	0.000000	0.000000
LINC00462	LINC00462	13	-	48576974	48580901	0.0	0.0
PYHIN1	PYHIN1	1	+	158931547	158977059	0.0	0.0
LINC01578	LINC01578	15	+	92882843	92898747	466.797394	198.249176
PGM2L1	PGM2L1	11	-	74330312	74398465	0.0	0.000000
OR5K1	OR5K1	3	+	98469480	98470576	0.0	0.0
PDE6H	PDE6H	12	+	14973022	14981866	0.0	0.0
SLC4A4	SLC4A4	4	+	71187286	71572087	0.000000	0.0
USP17L11	USP17L11	4	+	9215405	9259716	0.0	0.0
PRMT3	PRMT3	11	+	20387530	20509333	74.895279	0.0
MIR6865	MIR6865	17	-	4970086	4970150	0.000000	0.0
CCDC13-AS1	CCDC13-AS1	3	+	42732575	42745158	0.000000	0.0
SNORD115-18	SNORD115-18	15	+	25201323	25204438	0.000000	0.0
NBPF20	NBPF20	1	-	145289900	145405778	0.101304	0.585017
HSPB3	HSPB3	5	+	54455699	54456377	0.0	0.0
HDAC9	HDAC9	7	+	18086942	19002414	0.0	0.0
SNORD83A	SNORD83A	22	-	39315213	39315307	0.000000	4.190288
SC5D	SC5D	11	+	121292679	121313410	32.154663	0.0
GZMK	GZMK	5	+	55024279	55034132	0.0	0.0
MIR4740	MIR4740	17	-	81400716	81400778	0.000000	0.0
LOC286059	LOC286059	8	+	23068229	23083619	0.000000	0.000000
UBOX5	UBOX5	20	-	3107573	3159910	12.142227	37.484791
FEN1	FEN1	11	+	61792637	61797242	176.214706	111.167900
RAB3IP	RAB3IP	12	+	69738686	69823204	19.202208	4.418907
HSD11B2	HSD11B2	16	+	67431121	67437551	0.000000	0.0
LINC02436	LINC02436	4	+	185051896	185107248	0.0	0.0
KCNJ18	KCNJ18	17	+	21692523	21704612	0.0	0.0
SPEGNB	SPEGNB	2	+	219496355	219498287	0.0	0.0
PHYHD1	PHYHD1	9	+	128920895	128942041	48.621643	0.0
